177.34	-0.418
177.56	-0.418
177.78	-0.418
178.00	0.871
178.22	-0.828
178.44	-0.314
178.66	0.279
178.89	-0.000
179.11	-0.000
179.33	-0.836
179.55	-0.000
179.77	-0.000
179.99	-0.000
180.21	-0.000
180.43	-0.000
180.65	-0.151
180.87	-0.136
181.09	-0.144
181.31	0.024
181.53	0.107
181.75	0.103
181.97	0.104
182.19	0.157
182.41	0.155
182.63	0.132
182.85	0.142
183.07	0.152
183.30	0.189
183.52	0.170
183.74	0.197
183.96	0.190
184.18	0.203
184.40	0.208
184.62	0.235
184.84	0.229
185.06	0.231
185.28	0.216
185.50	0.257
185.72	0.299
185.94	0.319
186.16	0.315
186.38	0.339
186.60	0.340
186.82	0.384
187.04	0.422
187.26	0.458
187.48	0.457
187.70	0.434
187.92	0.465
188.14	0.511
188.36	0.530
188.58	0.564
188.80	0.594
189.02	0.599
189.24	0.625
189.46	0.695
189.68	0.719
189.90	0.717
190.12	0.735
190.34	0.751
190.56	0.751
190.78	0.773
191.00	0.813
191.22	0.802
191.44	0.806
191.66	0.819
191.88	0.836
192.10	0.851
192.32	0.892
192.54	0.905
192.76	0.955
192.98	0.937
193.20	1.003
193.42	1.011
193.64	1.022
193.86	1.073
194.08	1.080
194.30	1.081
194.52	1.124
194.74	1.069
194.96	1.119
195.18	1.087
195.40	1.084
195.62	1.099
195.84	1.102
196.06	1.103
196.28	1.114
196.50	1.099
196.72	1.139
196.94	1.107
197.16	1.095
197.38	1.133
197.60	1.153
197.82	1.142
198.04	1.158
198.26	1.162
198.48	1.184
198.70	1.183
198.92	1.246
199.13	1.267
199.35	1.255
199.57	1.253
199.79	1.287
200.01	1.284
200.23	1.277
200.45	1.274
200.67	1.288
200.89	1.271
201.11	1.290
201.33	1.289
201.55	1.291
201.77	1.323
201.99	1.322
202.21	1.349
202.43	1.361
202.65	1.339
202.87	1.333
203.09	1.343
203.31	1.358
203.52	1.357
203.74	1.350
203.96	1.354
204.18	1.347
204.40	1.363
204.62	1.383
204.84	1.388
205.06	1.390
205.28	1.379
205.50	1.399
205.72	1.389
205.94	1.392
206.16	1.410
206.38	1.399
206.59	1.393
206.81	1.408
207.03	1.439
207.25	1.460
207.47	1.479
207.69	1.492
207.91	1.489
208.13	1.503
208.35	1.531
208.57	1.567
208.79	1.556
209.01	1.549
209.22	1.560
209.44	1.545
209.66	1.538
209.88	1.562
210.10	1.577
