177.34	-0.000
177.56	-0.000
177.78	-0.000
178.00	-0.000
178.22	0.965
178.44	0.512
178.66	0.559
178.89	0.256
179.11	-0.023
179.33	-0.072
179.55	-0.346
179.77	-0.230
179.99	-0.391
180.21	-0.100
180.43	-0.199
180.65	0.928
180.87	0.156
181.09	0.157
181.31	0.156
181.53	0.217
181.75	0.213
181.97	0.196
182.19	0.216
182.41	0.211
182.63	0.233
182.85	0.283
183.07	0.239
183.30	0.251
183.52	0.219
183.74	0.233
183.96	0.224
184.18	0.225
184.40	0.227
184.62	0.226
184.84	0.222
185.06	0.278
185.28	0.282
185.50	0.297
185.72	0.336
185.94	0.400
186.16	0.405
186.38	0.437
186.60	0.470
186.82	0.496
187.04	0.533
187.26	0.541
187.48	0.584
187.70	0.588
187.92	0.583
188.14	0.629
188.36	0.665
188.58	0.697
188.80	0.737
189.02	0.757
189.24	0.793
189.46	0.808
189.68	0.797
189.90	0.853
190.12	0.850
190.34	0.867
190.56	0.889
190.78	0.890
191.00	0.889
191.22	0.937
191.44	0.965
191.66	1.007
191.88	0.995
192.10	1.028
192.32	1.055
192.54	1.057
192.76	1.090
192.98	1.124
193.20	1.126
193.42	1.143
193.64	1.164
193.86	1.196
194.08	1.208
194.30	1.205
194.52	1.219
194.74	1.222
194.96	1.230
195.18	1.227
195.40	1.204
195.62	1.214
195.84	1.190
196.06	1.186
196.28	1.195
196.50	1.200
196.72	1.191
196.94	1.222
197.16	1.218
197.38	1.242
197.60	1.223
197.82	1.256
198.04	1.291
198.26	1.311
198.48	1.339
198.70	1.360
198.92	1.346
199.13	1.369
199.35	1.361
199.57	1.384
199.79	1.360
200.01	1.350
200.23	1.339
200.45	1.323
200.67	1.334
200.89	1.338
201.11	1.335
201.33	1.361
201.55	1.372
201.77	1.384
201.99	1.381
202.21	1.390
202.43	1.397
202.65	1.403
202.87	1.402
203.09	1.410
203.31	1.399
203.52	1.409
203.74	1.433
203.96	1.452
204.18	1.462
204.40	1.459
204.62	1.449
204.84	1.467
205.06	1.483
205.28	1.498
205.50	1.480
205.72	1.472
205.94	1.465
206.16	1.460
206.38	1.476
206.59	1.489
206.81	1.492
207.03	1.501
207.25	1.509
207.47	1.532
207.69	1.551
207.91	1.562
208.13	1.571
208.35	1.583
208.57	1.603
208.79	1.609
209.01	1.613
209.22	1.605
209.44	1.614
209.66	1.591
209.88	1.607
210.10	1.622
210.32	1.621
210.54	1.619
210.76	1.611
210.98	1.610
211.20	1.615
211.42	1.625
211.63	1.646
211.85	1.636
212.07	1.638
212.29	1.647
212.51	1.659
212.73	1.666
212.95	1.672
213.17	1.685
213.39	1.677
213.60	1.683
213.82	1.696
214.04	1.691
214.26	1.711
214.48	1.697
214.70	1.688
214.92	1.691
215.14	1.688
215.35	1.681
215.57	1.682
215.79	1.690
216.01	1.692
216.23	1.671
216.45	1.673
216.67	1.690
216.89	1.675
217.10	1.674
217.32	1.679
217.54	1.662
217.76	1.637
217.98	1.631
218.20	1.619
218.42	1.595
218.64	1.578
218.85	1.562
219.07	1.552
219.29	1.527
219.51	1.517
219.73	1.503
219.95	1.485
220.17	1.465
220.38	1.450
220.60	1.431
220.82	1.413
221.04	1.387
221.26	1.374
221.48	1.350
221.69	1.328
221.91	1.307
222.13	1.288
222.35	1.270
222.57	1.250
222.79	1.230
223.00	1.210
223.22	1.190
223.44	1.170
223.66	1.151
223.88	1.127
224.10	1.105
224.32	1.084
224.53	1.061
224.75	1.037
224.97	1.018
225.19	0.996
225.41	0.975
225.62	0.955
225.84	0.935
226.06	0.915
226.28	0.894
226.50	0.876
226.72	0.859
226.93	0.840
227.15	0.821
227.37	0.803
227.59	0.785
227.81	0.768
228.02	0.751
228.24	0.734
228.46	0.717
228.68	0.701
228.90	0.684
229.12	0.669
229.33	0.653
229.55	0.639
229.77	0.624
229.99	0.611
230.21	0.598
230.42	0.584
230.64	0.571
230.86	0.558
231.08	0.546
231.30	0.534
231.51	0.522
231.73	0.510
231.95	0.497
232.17	0.486
232.38	0.475
232.60	0.463
232.82	0.454
233.04	0.443
233.26	0.433
233.47	0.423
233.69	0.414
233.91	0.405
234.13	0.396
234.35	0.387
234.56	0.380
234.78	0.370
235.00	0.362
235.22	0.354
235.43	0.346
235.65	0.338
235.87	0.330
236.09	0.323
236.30	0.317
236.52	0.310
236.74	0.303
236.96	0.297
237.18	0.291
237.39	0.284
237.61	0.278
237.83	0.272
238.05	0.266
238.26	0.260
238.48	0.254
238.70	0.248
238.92	0.243
239.13	0.237
239.35	0.233
239.57	0.228
239.79	0.223
240.00	0.218
240.22	0.213
240.44	0.209
240.66	0.204
240.87	0.200
241.09	0.195
241.31	0.191
241.53	0.187
241.74	0.184
241.96	0.180
242.18	0.176
242.40	0.173
242.61	0.170
242.83	0.168
243.05	0.164
243.27	0.161
243.48	0.159
243.70	0.156
243.92	0.153
244.13	0.151
244.35	0.148
244.57	0.146
244.79	0.143
245.00	0.141
245.22	0.138
245.44	0.136
245.65	0.134
245.87	0.132
246.09	0.129
246.31	0.127
246.52	0.125
246.74	0.123
246.96	0.122
247.18	0.120
247.39	0.118
247.61	0.117
247.83	0.115
248.04	0.113
248.26	0.112
248.48	0.110
248.69	0.109
248.91	0.107
249.13	0.106
249.35	0.104
249.56	0.103
249.78	0.102
250.00	0.101
250.21	0.100
250.43	0.098
250.65	0.098
250.86	0.096
251.08	0.095
251.30	0.095
251.51	0.093
251.73	0.093
251.95	0.092
252.17	0.091
252.38	0.090
252.60	0.090
252.82	0.089
253.03	0.089
253.25	0.088
253.47	0.087
253.68	0.086
253.90	0.085
254.12	0.084
254.33	0.084
254.55	0.083
254.77	0.082
254.98	0.082
255.20	0.081
255.42	0.081
255.63	0.081
255.85	0.080
256.07	0.080
256.28	0.079
256.50	0.078
256.72	0.078
256.93	0.078
257.15	0.077
257.37	0.077
257.58	0.076
257.80	0.075
258.02	0.075
258.23	0.075
258.45	0.075
258.67	0.075
258.88	0.074
259.10	0.074
259.32	0.073
259.53	0.073
259.75	0.073
259.96	0.073
